"GENE.NAME","Ischemic","Ischemic_logFC","Idiopathic","Idiopathic_logFC"
"23065",0,0,-1,-0.145312791959302
"23066",1,0.416193935451403,1,0.529763792376452
"23070",1,0.186067677337967,1,0.25840760809593
"23072",0,0,0,0
"23074",-1,-0.1591377445324,-1,-0.183378306497093
"23075",0,0,0,0
"23076",0,0,0,0
"23077",0,0,0,0
"23078",1,0.307644094803251,1,0.3340210161032
"2308",0,0,0,0
"23080",0,0,0,0
"23082",-1,-0.320943660180548,-1,-0.320211844752905
"23085",0,0,0,0
"23086",1,0.14543522039584,0,0
"2309",-1,-0.458100659004621,-1,-0.439821050956394
"23090",1,0.653292587030094,1,0.753546550443315
"23091",1,0.229083780060194,1,0.268112015566858
"23092",0,0,0,0
"23094",0,0,0,0
"23095",-1,-0.296986567377309,-1,-0.288177063597385
"23096",0,0,0,0
"23097",0,0,0,0
"23099",-1,-0.283405177817125,-1,-0.225997504257268
"231",0,0,0,0
"2310",-1,-0.458100659004621,-1,-0.439821050956394
"23102",1,0.212220514236121,1,0.246726028933139
"23108",0,0,0,0
"23109",0,0,0,0
"23111",0,0,0,0
"23112",0,0,0,0
"23114",1,0.525226666465286,1,0.60514212973401
"23116",0,0,1,0.222895944431685
"23117",-1,-0.13616467677777,-1,-0.170104869966575
"23118",0,0,0,0
"23120",0,0,0,0
"23122",1,0.226176588108808,1,0.246888843213661
"23127",1,0.319982157432876,1,0.373053165050873
"23129",0,0,0,0
"2313",0,0,0,0
"23130",0,0,0,0
"23131",0,0,0,0
"23133",0,0,0,0
"23135",-1,-0.148729767296291,0,0
"23136",0,0,0,0
"23139",0,0,0,0
"2314",-1,-0.467829206694437,-1,-0.476314406715121
"23140",0,0,0,0
"23141",-1,-0.257227590222213,-1,-0.249720869116278
"23142",0,0,0,0
"23149",0,0,0,0
"23150",1,0.319516857462968,1,0.381302029697673
"23151",0,0,0,0
"23152",0,0,0,0
"23154",1,0.247717204712968,1,0.22215317665116
"23157",1,0.451724879490743,1,0.512675755767442
"23158",0,0,0,0
"2316",0,0,0,0
"23160",0,0,-1,-0.169878071526163
"23161",0,0,0,0
"23162",1,0.206878789671304,1,0.201108298688951
"23164",-1,-0.212827306789343,-1,-0.199773193780528
"23166",0,0,0,0
"23167",0,0,1,0.224498831107559
"23168",1,0.189460148937513,1,0.234418475187503
"23169",0,0,0,0
"2317",0,0,0,0
"23171",0,0,0,0
"23172",0,0,0,0
"23173",0,0,0,0
"23174",0,0,0,0
"23175",-1,-0.368732746069434,-1,-0.440078490252905
"23176",1,0.274019290645843,1,0.258882406359012
"23177",1,0.456195575479179,1,0.556246562841571
"23179",1,0.340516585458343,1,0.28773803327035
"2318",-1,-1.03749347850462,-1,-1.16442409497965
"23180",0,0,0,0
"23181",0,0,0,0
"23185",0,0,0,0
"23186",0,0,0,0
"23187",0,0,0,0
"23189",0,0,0,0
"23190",-1,-0.313144569168972,-1,-0.337183196594476
"23191",0,0,0,0
"23193",0,0,0,0
"23194",0,0,0,0
"23195",0,0,0,0
"23196",0,0,0,0
"23197",0,0,0,0
"23198",-1,-0.480555675374988,-1,-0.477714699921512
"23199",-1,-0.256058240546288,-1,-0.192448302052329
"23203",0,0,0,0
"23204",0,0,0,0
"23205",0,0,0,0
"23207",-1,-0.18105107328703,-1,-0.171332349267438
"23208",0,0,0,0
"2321",0,0,0,0
"23210",-1,-0.449756600983789,-1,-0.419292924292152
"23211",1,0.229560021145842,1,0.259148872888082
"23213",1,0.567468139023161,1,0.554073272735466
"23214",0,0,0,0
"23215",-1,-0.236096314180552,0,0
"23216",0,0,0,0
"23218",0,0,-1,-0.142811948970929
"23219",0,0,0,0
"23223",-1,-0.222091673631937,-1,-0.230666236234013
"23224",0,0,0,0
"23225",0,0,0,0
"23228",-1,-0.348372876717589,0,0
"23229",1,0.195710006629644,1,0.340336107709303
"23230",0,0,0,0
"23231",1,0.197864454328712,1,0.188184380119186
"23232",0,0,0,0
"23236",0,0,0,0
"23240",0,0,1,0.164354375699126
"23241",0,0,1,0.191695122584298
"23242",-1,-0.374629142277771,-1,-0.384305270924417
"23243",0,0,0,0
"23244",-1,-0.203364409548599,-1,-0.19182329622238
"23246",-1,-0.389263192685173,-1,-0.404606468738375
"23248",1,0.251556968104177,1,0.293214571454942
"23250",-1,-0.413478701303238,-1,-0.454127630492734
"23253",-1,-0.198453265884251,-1,-0.178548153799419
"23254",0,0,0,0
"23255",0,0,0,0
"23256",0,0,0,0
"23258",0,0,0,0
"23259",1,0.365184484321766,1,0.439930348335754
"2326",0,0,0,0
"23262",0,0,0,0
"23263",-1,-0.262591721337951,0,0
"23264",0,0,0,0
"23265",1,0.237441107148154,1,0.279159833151162
"23266",0,0,0,0
"23269",0,0,0,0
"2327",0,0,0,0
"23270",0,0,0,0
"23271",-1,-0.201788577217589,0,0
"23272",0,0,0,0
"23277",0,0,0,0
"2328",0,0,0,0
"23281",0,0,0,0
"23283",0,0,0,0
"23284",0,0,0,0
"23287",0,0,0,0
"2329",0,0,0,0
"23291",0,0,0,0
"23293",0,0,0,0
"23294",1,0.205060755337969,1,0.274473126851742
"23295",0,0,0,0
"23299",-1,-0.266537727648137,-1,-0.233421087982559
"23300",0,0,1,0.209022887947675
"23301",0,0,0,0
