"GENE.NAME","Gene.name","Level","Reliability","conservative","liberal"
"8802","SUCLG1","Medium","Enhanced",1,1
"8803","SUCLA2","Medium","Enhanced",1,1
"8813","DPM1","High","Approved",2,2
"8818","DPM2","Medium","Approved",1,1
"8821","INPP4B","Medium","Approved",1,1
"8824","CES2","Low","Enhanced",-1,0
"883","CCBL1",NA,NA,-1,-1
"8833","GMPS",NA,NA,-1,-1
"8836","GGH","Medium","Approved",1,1
"8854","ALDH1A2","Medium","Approved",1,1
"8867","SYNJ1","Not detected","Enhanced",-1,-1
"8869","ST3GAL5","Medium","Uncertain",1,1
"8871","SYNJ2","Medium","Approved",1,1
"8875","VNN2",NA,NA,-1,-1
"8876","VNN1","Not detected","Approved",-1,-1
"8877","SPHK1","Low","Uncertain",-1,0
"8879","SGPL1","Low","Enhanced",-1,0
"8884","SLC5A6","Not detected","Approved",-1,-1
"8898","MTMR2","Not detected","Approved",-1,-1
"8908","GYG2","Not detected","Enhanced",-1,-1
"8942","KYNU","Low","Enhanced",-1,0
"8972","MGAM","Not detected","Enhanced",-1,-1
"8974","P4HA2","Low","Enhanced",-1,0
"8985","PLOD3","Not detected","Uncertain",-1,-1
"89869","PLCZ1",NA,NA,-1,-1
"89872","AQP10","Not detected","Enhanced",-1,-1
"89874","SLC25A21",NA,NA,-1,-1
"8992","ATP6V0E1",NA,NA,-1,-1
"8993","PGLYRP1","Not detected","Enhanced",-1,-1
"9","NAT1","Medium","Approved",1,1
"9016","SLC25A14",NA,NA,-1,-1
"90161","HS6ST2",NA,NA,-1,-1
"9023","CH25H",NA,NA,-1,-1
"90423","ATP6V1E2",NA,NA,-1,-1
"9056","SLC7A7","Low","Enhanced",-1,0
"9057","SLC7A6","Medium","Uncertain",1,1
"9058","SLC13A2","Not detected","Enhanced",-1,-1
"9060","PAPSS2",NA,NA,-1,-1
"9061","PAPSS1","Low","Approved",-1,0
"90627","STARD13","Low","Enhanced",-1,0
"90701","SEC11C","Not detected","Approved",-1,-1
"90809","TMEM55B","High","Approved",2,2
"9091","PIGQ","Medium","Approved",1,1
"91012","CERS5","Not detected","Approved",-1,-1
"9104","RGN","Not detected","Enhanced",-1,-1
"9107","MTMR6",NA,NA,-1,-1
"9108","MTMR7",NA,NA,-1,-1
"9114","ATP6V0D1","Low","Uncertain",-1,0
"91179","SCARF2","Not detected","Approved",-1,-1
"9120","SLC16A6","Medium","Uncertain",1,1
"9121","SLC16A5",NA,NA,-1,-1
"9122","SLC16A4","Medium","Approved",1,1
"91227","GGTLC2",NA,NA,-1,-1
"9123","SLC16A3","Medium","Approved",1,1
"91373","UAP1L1","High","Approved",2,2
"9152","SLC6A5",NA,NA,-1,-1
"9153","SLC28A2","Not detected","Enhanced",-1,-1
"9154","SLC28A1","Not detected","Enhanced",-1,-1
"9162","DGKI",NA,NA,-1,-1
"91703","ACY3","Not detected","Enhanced",-1,-1
"91734","IDI2",NA,NA,-1,-1
"91807","MYLK3","High","Enhanced",2,2
"9187","SLC24A1","Not detected","Supported",-1,-1
"9194","SLC16A7","Not detected","Approved",-1,-1
"9197","SLC33A1","Medium","Uncertain",1,1
"9200","PTPLA",NA,NA,-1,-1
"92086","GGTLC1",NA,NA,-1,-1
"9217","VAPB","Medium","Supported",1,1
"9218","VAPA","Low","Approved",-1,0
"9227","LRAT",NA,NA,-1,-1
"92292","GLYATL1","Not detected","Supported",-1,-1
"92370","PXYLP1","High","Approved",2,2
"9245","GCNT3","Not detected","Enhanced",-1,-1
"92483","LDHAL6B","Not detected","Enhanced",-1,-1
"9249","DHRS3","High","Supported",2,2
"92579","G6PC3",NA,NA,-1,-1
"92745","SLC38A5","Not detected","Approved",-1,-1
"9276","COPB2","Medium","Approved",1,1
"92935","MARS2","Medium","Uncertain",1,1
"9296","ATP6V1F","Low","Enhanced",-1,0
"93010","B3GNT7","Not detected","Enhanced",-1,-1
"93034","NT5C1B",NA,NA,-1,-1
"93100","NAPRT","Not detected","Enhanced",-1,-1
"93183","PIGM",NA,NA,-1,-1
"9333","TGM5",NA,NA,-1,-1
"9334","B4GALT5",NA,NA,-1,-1
"9348","NDST3","Not detected","Uncertain",-1,-1
"93492","TPTE2",NA,NA,-1,-1
"9356","SLC22A6","Not detected","Enhanced",-1,-1
"9365","KL",NA,NA,-1,-1
"93650","ACPT",NA,NA,-1,-1
"9374","PPT2",NA,NA,-1,-1
"9376","SLC22A8","Not detected","Enhanced",-1,-1
"9377","COX5A","High","Supported",2,2
"9380","GRHPR","Low","Approved",-1,0
"9388","LIPG","Medium","Uncertain",1,1
"9394","HS6ST1",NA,NA,-1,-1
"9397","NMT2","Low","Approved",-1,0
"93979","CPA5",NA,NA,-1,-1
"94005","PIGS","Low","Approved",-1,0
"94033","FTMT",NA,NA,-1,-1
"9415","FADS2","Medium","Approved",1,1
"9420","CYP7B1","Medium","Uncertain",1,1
"9435","CHST2",NA,NA,-1,-1
"9446","GSTO1","Not detected","Enhanced",-1,-1
"9453","GGPS1","Not detected","Enhanced",-1,-1
"9468","PCYT1B","Not detected","Uncertain",-1,-1
"9469","CHST3","Not detected","Enhanced",-1,-1
"948","CD36","High","Enhanced",2,2
"9481","SLC25A27",NA,NA,-1,-1
"9487","PIGL","Medium","Approved",1,1
"9488","PIGB","Medium","Uncertain",1,1
"9489","PGS1","Medium","Approved",1,1
"949","SCARB1","Not detected","Enhanced",-1,-1
"9497","SLC4A7","Not detected","Enhanced",-1,-1
"9498","SLC4A8",NA,NA,-1,-1
"95","ACY1","Not detected","Enhanced",-1,-1
"9514","GAL3ST1","Low","Approved",-1,0
"9517","SPTLC2",NA,NA,-1,-1
"952","CD38","Not detected","Enhanced",-1,-1
"9520","NPEPPS","Medium","Uncertain",1,1
"9524","TECR","Medium","Supported",1,1
"953","ENTPD1","Low","Enhanced",-1,0
"9533","POLR1C",NA,NA,-1,-1
"9536","PTGES","Not detected","Enhanced",-1,-1
"954","ENTPD2","Medium","Approved",1,1
"955","ENTPD6","Medium","Approved",1,1
"9550","ATP6V1G1","Low","Supported",-1,0
"9551","ATP5J2","Medium","Approved",1,1
"956","ENTPD3",NA,NA,-1,-1
"9562","MINPP1","Medium","Approved",1,1
"9563","H6PD","High","Approved",2,2
"957","ENTPD5","Not detected","Enhanced",-1,-1
"9577","BRE","Medium","Approved",1,1
"9583","ENTPD4","Not detected","Supported",-1,-1
"9588","PRDX6","Medium","Supported",1,1
"9601","PDIA4","Medium","Supported",1,1
"9615","GDA","Not detected","Enhanced",-1,-1
"9619","ABCG1","Low","Approved",-1,0
"9653","HS2ST1","Not detected","Supported",-1,-1
"9663","LPIN2","Low","Enhanced",-1,0
"9677","PPIP5K1","Medium","Approved",1,1
"97","ACYP1","Medium","Approved",1,1
"9754","STARD8","Medium","Uncertain",1,1
"978","CDA","Not detected","Enhanced",-1,-1
"9789","SPCS2","Low","Approved",-1,0
"9791","PTDSS1",NA,NA,-1,-1
"98","ACYP2","Not detected","Uncertain",-1,-1
"9807","IP6K1","Low","Approved",-1,0
"9843","HEPH","Low","Approved",-1,0
"9856","KIAA0319","Not detected","Enhanced",-1,-1
"9890","LPPR4",NA,NA,-1,-1
"9896","FIG4","Medium","Approved",1,1
"9914","ATP2C2","Low","Approved",-1,0
"9917","FAM20B","Medium","Approved",1,1
"9942","XYLB",NA,NA,-1,-1
"9945","GFPT2","Low","Uncertain",-1,0
"9951","HS3ST4",NA,NA,-1,-1
"9953","HS3ST3B1",NA,NA,-1,-1
"9955","HS3ST3A1","Medium","Uncertain",1,1
"9956","HS3ST2","Not detected","Approved",-1,-1
"9957","HS3ST1","Not detected","Approved",-1,-1
"9962","SLC23A2","Medium","Approved",1,1
"9963","SLC23A1","Not detected","Enhanced",-1,-1
"9990","SLC12A6","Not detected","Uncertain",-1,-1
