"GENE.NAME","Gene.name","Level","Reliability","conservative","liberal"
"2327","FMO2","Medium","Approved",1,1
"2328","FMO3","Not detected","Enhanced",-1,-1
"2329","FMO4","Medium","Uncertain",1,1
"2330","FMO5","Not detected","Enhanced",-1,-1
"23305","ACSL6","Low","Enhanced",-1,0
"23315","SLC9A8","Not detected","Approved",-1,-1
"23318","ZCCHC11","Medium","Supported",1,1
"23324","MAN2B2","Not detected","Uncertain",-1,-1
"23363","OBSL1","Medium","Approved",1,1
"23371","TENC1",NA,NA,-1,-1
"23382","AHCYL2","Not detected","Uncertain",-1,-1
"2339","FNTA","High","Approved",2,2
"23395","LARS2","Medium","Approved",1,1
"23396","PIP5K1C","Low","Approved",-1,0
"23408","SIRT5","Medium","Approved",1,1
"23410","SIRT3","High","Approved",2,2
"23411","SIRT1","Low","Approved",-1,0
"23417","MLYCD","High","Enhanced",2,2
"2342","FNTB","Not detected","Approved",-1,-1
"23428","SLC7A8","Not detected","Enhanced",-1,-1
"23430","TPSD1","Not detected","Supported",-1,-1
"23438","HARS2","Low","Approved",-1,0
"23439","ATP1B4",NA,NA,-1,-1
"23443","SLC35A3","Not detected","Uncertain",-1,-1
"23446","SLC44A1",NA,NA,-1,-1
"23463","ICMT","Not detected","Uncertain",-1,-1
"23464","GCAT","Low","Uncertain",-1,0
"23475","QPRT","Not detected","Approved",-1,-1
"23478","SEC11A",NA,NA,-1,-1
"2348","FOLR1",NA,NA,-1,-1
"23483","TGDS","Low","Approved",-1,0
"23491","CES3","Not detected","Approved",-1,-1
"23498","HAAO","Not detected","Enhanced",-1,-1
"23516","SLC39A14","Low","Approved",-1,0
"23517","SKIV2L2","Medium","Supported",1,1
"2352","FOLR3",NA,NA,-1,-1
"23530","NNT","High","Enhanced",2,2
"23533","PIK3R5","Not detected","Uncertain",-1,-1
"23539","SLC16A8","Not detected","Supported",-1,-1
"23545","ATP6V0A2","Medium","Approved",1,1
"23553","HYAL4",NA,NA,-1,-1
"23556","PIGN","Medium","Approved",1,1
"2356","FPGS","Not detected","Approved",-1,-1
"23563","CHST5","Not detected","Enhanced",-1,-1
"23564","DDAH2","Medium","Uncertain",1,1
"23569","PADI4","Not detected","Enhanced",-1,-1
"23576","DDAH1","Not detected","Enhanced",-1,-1
"23590","PDSS1","Medium","Uncertain",1,1
"23597","ACOT9","Medium","Supported",1,1
"23600","AMACR","Not detected","Enhanced",-1,-1
"23616","SH3BP1","Not detected","Enhanced",-1,-1
"23632","CA14","Not detected","Approved",-1,-1
"23633","KPNA6","Medium","Supported",1,1
"23646","PLD3","Medium","Approved",1,1
"23649","POLA2","Low","Enhanced",-1,0
"23657","SLC7A11",NA,NA,-1,-1
"23659","PLA2G15","Medium","Enhanced",1,1
"23729","SHPK","Low","Enhanced",-1,0
"23743","BHMT2","Not detected","Enhanced",-1,-1
"23761","PISD","Medium","Approved",1,1
"239","ALOX12","High","Approved",2,2
"2395","FXN","Medium","Supported",1,1
"240","ALOX5","Not detected","Enhanced",-1,-1
"242","ALOX12B","Not detected","Supported",-1,-1
"245972","ATP6V0D2","Not detected","Enhanced",-1,-1
"245973","ATP6V1C2","Not detected","Approved",-1,-1
"246","ALOX15","Not detected","Approved",-1,-1
"246213","SLC17A8",NA,NA,-1,-1
"247","ALOX15B","Not detected","Enhanced",-1,-1
"248","ALPI","Not detected","Supported",-1,-1
"249","ALPL","Not detected","Enhanced",-1,-1
"2495","FTH1","Low","Approved",-1,0
"250","ALPP","Not detected","Enhanced",-1,-1
"251","ALPPL2","Not detected","Supported",-1,-1
"2517","FUCA1","Not detected","Enhanced",-1,-1
"2519","FUCA2","Not detected","Uncertain",-1,-1
"2523","FUT1",NA,NA,-1,-1
"2524","FUT2","Medium","Uncertain",1,1
"2525","FUT3","Low","Supported",-1,0
"2526","FUT4","Not detected","Enhanced",-1,-1
"2527","FUT5",NA,NA,-1,-1
"2528","FUT6","Low","Approved",-1,0
"2529","FUT7",NA,NA,-1,-1
"2530","FUT8","Medium","Enhanced",1,1
"253017","TECRL",NA,NA,-1,-1
"2531","KDSR","Medium","Approved",1,1
"253430","IPMK","Medium","Uncertain",1,1
"253558","LCLAT1",NA,NA,-1,-1
"253782","CERS6","Not detected","Approved",-1,-1
"2538","G6PC","Low","Enhanced",-1,0
"2539","G6PD","Not detected","Enhanced",-1,-1
"254173","TTLL10",NA,NA,-1,-1
"2542","SLC37A4","Medium","Enhanced",1,1
"254428","SLC41A1","High","Uncertain",2,2
"254531","LPCAT4","Low","Uncertain",-1,0
"2548","GAA","Not detected","Enhanced",-1,-1
"255189","PLA2G4F","Low","Enhanced",-1,0
"256126","SYCE2","Not detected","Enhanced",-1,-1
"256281","NUDT14","Medium","Approved",1,1
"256356","GK5","Not detected","Approved",-1,-1
"256435","ST6GALNAC3",NA,NA,-1,-1
"2571","GAD1","Not detected","Enhanced",-1,-1
"2572","GAD2","Not detected","Enhanced",-1,-1
"257202","GPX6",NA,NA,-1,-1
"25769","SLC24A2",NA,NA,-1,-1
"25796","PGLS","Medium","Approved",1,1
"25797","QPCT","Not detected","Enhanced",-1,-1
"25800","SLC39A6","Medium","Approved",1,1
"2581","GALC","Low","Approved",-1,0
"2582","GALE","High","Approved",2,2
"2583","B4GALNT1","Not detected","Enhanced",-1,-1
"25834","MGAT4C","Medium","Approved",1,1
"2584","GALK1","Medium","Approved",1,1
"2585","GALK2","Medium","Uncertain",1,1
"25874","MPC2","Medium","Uncertain",1,1
"2588","GALNS","Medium","Enhanced",1,1
"25885","POLR1A","Medium","Supported",1,1
"25902","MTHFD1L","Medium","Approved",1,1
"2592","GALT","Medium","Enhanced",1,1
"259230","SGMS1","Medium","Approved",1,1
"2593","GAMT","Not detected","Approved",-1,-1
"259307","IL4I1","Not detected","Enhanced",-1,-1
"2595","GANC","Medium","Approved",1,1
"2597","GAPDH","Medium","Supported",1,1
"25973","PARS2","Low","Uncertain",-1,0
"25976","TIPARP","Low","Uncertain",-1,0
"26","AOC1","Low","Approved",-1,0
"26002","MOXD1","Not detected","Approved",-1,-1
"26007","DAK",NA,NA,-1,-1
"260293","CYP4X1","Low","Approved",-1,0
"26035","GLCE","Medium","Uncertain",1,1
"26061","HACL1","Not detected","Approved",-1,-1
"26063","DECR2",NA,NA,-1,-1
"26090","ABHD12","Not detected","Uncertain",-1,-1
"26121","PRPF31","High","Supported",2,2
"2617","GARS","Medium","Enhanced",1,1
"2618","GART","Not detected","Approved",-1,-1
"262","AMD1","Medium","Approved",1,1
"26227","PHGDH","Low","Enhanced",-1,0
"26229","B3GAT3","Not detected","Approved",-1,-1
"26266","SLC13A4","Not detected","Approved",-1,-1
"26275","HIBCH","High","Enhanced",2,2
"26279","PLA2G2D",NA,NA,-1,-1
"2628","GATM","Not detected","Enhanced",-1,-1
"26289","AK5","Not detected","Enhanced",-1,-1
"2629","GBA","Medium","Supported",1,1
"26301","GBGT1","Medium","Approved",1,1
"2632","GBE1","High","Enhanced",2,2
"26330","GAPDHS","Not detected","Enhanced",-1,-1
"2638","GC","Low","Supported",-1,0
"2639","GCDH","High","Enhanced",2,2
"2643","GCH1","Low","Approved",-1,0
"2645","GCK","Low","Approved",-1,0
"2650","GCNT1","High","Uncertain",2,2
"26503","SLC17A5",NA,NA,-1,-1
"2651","GCNT2","Medium","Approved",1,1
"2653","GCSH","Low","Approved",-1,0
"2657","GDF1",NA,NA,-1,-1
"26576","SRPK3",NA,NA,-1,-1
"26580","BSCL2","Low","Approved",-1,0
"266722","HS6ST3",NA,NA,-1,-1
"266740","MAGEA2B",NA,NA,-1,-1
"2673","GFPT1",NA,NA,-1,-1
"2678","GGT1","Not detected","Supported",-1,-1
"2683","B4GALT1","Not detected","Enhanced",-1,-1
"2686","GGT7","Low","Approved",-1,0
"2687","GGT5","Not detected","Uncertain",-1,-1
"26873","OPLAH",NA,NA,-1,-1
"26958","COPG2","Not detected","Approved",-1,-1
"270","AMPD1","Low","Enhanced",-1,0
"27010","TPK1","Low","Approved",-1,0
"27032","ATP2C1","Low","Supported",-1,0
"27034","ACAD8","High","Enhanced",2,2
"27068","PPA2","Medium","Supported",1,1
"27087","B3GAT1","Not detected","Enhanced",-1,-1
"27090","ST6GALNAC4",NA,NA,-1,-1
"271","AMPD2","Not detected","Approved",-1,-1
"2710","GK","Low","Supported",-1,0
"2712","GK2",NA,NA,-1,-1
"27124","INPP5J",NA,NA,-1,-1
"2713","GK3P",NA,NA,-1,-1
"27132","CPNE7",NA,NA,-1,-1
"27159","CHIA","Low","Approved",-1,0
"27163","NAAA","Low","Approved",-1,0
"27165","GLS2","Medium","Uncertain",1,1
"2717","GLA","Not detected","Enhanced",-1,-1
"27173","SLC39A1",NA,NA,-1,-1
"272","AMPD3","Low","Uncertain",-1,0
"2720","GLB1","Low","Enhanced",-1,0
"27231","NMRK2","Not detected","Approved",-1,-1
"27232","GNMT","Not detected","Enhanced",-1,-1
"27235","COQ2","Not detected","Approved",-1,-1
"27284","SULT1B1","Not detected","Enhanced",-1,-1
"2729","GCLC","Low","Approved",-1,0
"27294","DHDH","Not detected","Approved",-1,-1
"27297","CRCP","Medium","Approved",1,1
"2730","GCLM","Low","Uncertain",-1,0
"27306","HPGDS","Not detected","Enhanced",-1,-1
"2731","GLDC","Not detected","Enhanced",-1,-1
"27343","POLL",NA,NA,-1,-1
"27349","MCAT","High","Approved",2,2
"2739","GLO1","Not detected","Enhanced",-1,-1
"27430","MAT2B","Not detected","Uncertain",-1,-1
"27434","POLM",NA,NA,-1,-1
"2744","GLS","Medium","Enhanced",1,1
"2745","GLRX","Low","Approved",-1,0
"2746","GLUD1","Medium","Approved",1,1
"2747","GLUD2","Medium","Uncertain",1,1
"275","AMT","High","Supported",2,2
"2752","GLUL","Not detected","Approved",-1,-1
"276","AMY1A","Not detected","Supported",-1,-1
"2760","GM2A","High","Enhanced",2,2
"2762","GMDS","Medium","Enhanced",1,1
"2766","GMPR","Not detected","Uncertain",-1,-1
"277","AMY1B","Not detected","Supported",-1,-1
"278","AMY1C","Not detected","Supported",-1,-1
"279","AMY2A","Not detected","Enhanced",-1,-1
"2799","GNS","Low","Enhanced",-1,0
"28","ABO",NA,NA,-1,-1
"280","AMY2B","Not detected","Supported",-1,-1
"2805","GOT1","Medium","Enhanced",1,1
"2806","GOT2","High","Enhanced",2,2
"2819","GPD1","Medium","Enhanced",1,1
"2820","GPD2","Medium","Enhanced",1,1
"2821","GPI","Medium","Enhanced",1,1
"2822","GPLD1",NA,NA,-1,-1
"28231","SLCO4A1","Medium","Uncertain",1,1
"28232","SLCO3A1","Not detected","Approved",-1,-1
"28234","SLCO1B3","Not detected","Enhanced",-1,-1
"283208","P4HA3","Not detected","Approved",-1,-1
"283209","PGM2L1","Not detected","Enhanced",-1,-1
"283375","SLC39A5",NA,NA,-1,-1
"283652","SLC24A5",NA,NA,-1,-1
"283748","PLA2G4D",NA,NA,-1,-1
"283871","PGP","Medium","Approved",1,1
"283985","FADS6",NA,NA,-1,-1
"284004","HEXDC","Not detected","Uncertain",-1,-1
"284098","PIGW",NA,NA,-1,-1
"284111","SLC13A5","Not detected","Approved",-1,-1
"284129","SLC26A11","Not detected","Approved",-1,-1
"284273","ZADH2","Medium","Uncertain",1,1
"284541","CYP4A22",NA,NA,-1,-1
"285195","SLC9A9","Medium","Approved",1,1
"285440","CYP4V2","Medium","Approved",1,1
"285641","SLC36A3",NA,NA,-1,-1
"285973","ATG9B",NA,NA,-1,-1
"2875","GPT","Not detected","Enhanced",-1,-1
"2876","GPX1","Low","Approved",-1,0
"2877","GPX2","Not detected","Enhanced",-1,-1
"2878","GPX3","Medium","Uncertain",1,1
"2879","GPX4","Low","Enhanced",-1,0
"2880","GPX5",NA,NA,-1,-1
"2882","GPX7",NA,NA,-1,-1
"28965","SLC27A6","High","Approved",2,2
"28972","SPCS1","Low","Supported",-1,0
"28976","ACAD9","Medium","Supported",1,1
"28992","MACROD1",NA,NA,-1,-1
"290","ANPEP","Not detected","Enhanced",-1,-1
"29071","C1GALT1C1","High","Approved",2,2
"29085","PHPT1","Medium","Approved",1,1
"291","SLC25A4","High","Approved",2,2
"292","SLC25A5","High","Approved",2,2
"2923","PDIA3","Not detected","Enhanced",-1,-1
"293","SLC25A6","High","Approved",2,2
"2936","GSR","Not detected","Approved",-1,-1
"2937","GSS","Not detected","Enhanced",-1,-1
"2938","GSTA1","Not detected","Supported",-1,-1
"2939","GSTA2","Not detected","Supported",-1,-1
"2940","GSTA3","Not detected","Approved",-1,-1
"2941","GSTA4","Medium","Approved",1,1
"2944","GSTM1","High","Approved",2,2
"2946","GSTM2","Medium","Approved",1,1
"2947","GSTM3","Not detected","Enhanced",-1,-1
"2948","GSTM4","Medium","Approved",1,1
"2949","GSTM5","Not detected","Approved",-1,-1
"2950","GSTP1","Low","Enhanced",-1,0
"2952","GSTT1",NA,NA,-1,-1
"2953","GSTT2",NA,NA,-1,-1
"2954","GSTZ1","Medium","Approved",1,1
"2977","GUCY1A2","High","Uncertain",2,2
"29785","CYP2S1","Low","Approved",-1,0
"2982","GUCY1A3","Medium","Uncertain",1,1
"2983","GUCY1B3","Medium","Approved",1,1
"2987","GUK1","Low","Approved",-1,0
"29880","ALG5","Not detected","Approved",-1,-1
"29881","NPC1L1","Not detected","Enhanced",-1,-1
"2990","GUSB","Low","Approved",-1,0
"29906","ST8SIA5","Low","Approved",-1,0
"29914","UBIAD1",NA,NA,-1,-1
"2992","GYG1","Not detected","Approved",-1,-1
"29920","PYCR2","Not detected","Approved",-1,-1
"29922","NME7","Not detected","Uncertain",-1,-1
"29925","GMPPB","Medium","Uncertain",1,1
"29926","GMPPA","Not detected","Approved",-1,-1
"29929","ALG6",NA,NA,-1,-1
"29940","DSE","Low","Uncertain",-1,0
"29943","PADI1","Not detected","Enhanced",-1,-1
"29947","DNMT3L",NA,NA,-1,-1
"29953","TRHDE",NA,NA,-1,-1
"29954","POMT2","Low","Uncertain",-1,0
"29956","CERS2","Not detected","Approved",-1,-1
"29958","DMGDH","Not detected","Enhanced",-1,-1
"29968","PSAT1","Not detected","Enhanced",-1,-1
"2997","GYS1","High","Enhanced",2,2
"2998","GYS2","Not detected","Approved",-1,-1
"29985","SLC39A3","High","Uncertain",2,2
"29986","SLC39A2","Low","Uncertain",-1,0
"29988","SLC2A8","Low","Uncertain",-1,0
"30","ACAA1","Medium","Enhanced",1,1
"30061","SLC40A1","Not detected","Approved",-1,-1
"3028","HSD17B10","Medium","Approved",1,1
"3029","HAGH","Medium","Approved",1,1
"3030","HADHA","Medium","Approved",1,1
"3032","HADHB","Medium","Enhanced",1,1
"3033","HADH","High","Supported",2,2
"3034","HAL","Medium","Enhanced",1,1
"3035","HARS","Not detected","Approved",-1,-1
"3036","HAS1","Not detected","Approved",-1,-1
"3037","HAS2",NA,NA,-1,-1
"3038","HAS3","Not detected","Supported",-1,-1
"3052","HCCS","Low","Approved",-1,0
"306","ANXA3","Not detected","Enhanced",-1,-1
"3067","HDC","Medium","Approved",1,1
"3069","HDLBP","Low","Supported",-1,0
"3073","HEXA","Medium","Supported",1,1
"3074","HEXB","Low","Enhanced",-1,0
"3081","HGD","Not detected","Enhanced",-1,-1
"30814","PLA2G2E",NA,NA,-1,-1
"30815","ST6GALNAC6","Medium","Approved",1,1
"30833","NT5C","Not detected","Approved",-1,-1
"30834","ZNRD1","Medium","Supported",1,1
"3091","HIF1A","Not detected","Supported",-1,-1
"3098","HK1","Medium","Supported",1,1
"3099","HK2","Medium","Enhanced",1,1
"31","ACACA","High","Approved",2,2
"3101","HK3","Not detected","Enhanced",-1,-1
"313","AOAH","Not detected","Uncertain",-1,-1
"314","AOC2",NA,NA,-1,-1
"3141","HLCS","Medium","Approved",1,1
"3145","HMBS","Medium","Enhanced",1,1
"3155","HMGCL","Medium","Enhanced",1,1
"3156","HMGCR","Medium","Approved",1,1
"3157","HMGCS1","Not detected","Approved",-1,-1
"3158","HMGCS2","Not detected","Enhanced",-1,-1
"316","AOX1","Not detected","Enhanced",-1,-1
"3162","HMOX1","Not detected","Enhanced",-1,-1
"3163","HMOX2","Low","Supported",-1,0
"3176","HNMT","Low","Approved",-1,0
"3177","SLC29A2","High","Approved",2,2
"317749","DHRS4L2",NA,NA,-1,-1
"318","NUDT2","Not detected","Uncertain",-1,-1
"32","ACACB","Not detected","Enhanced",-1,-1
"3242","HPD","Not detected","Enhanced",-1,-1
"3248","HPGD","Not detected","Enhanced",-1,-1
"3251","HPRT1","Not detected","Enhanced",-1,-1
"326625","MMAB","Medium","Approved",1,1
"3283","HSD3B1","Not detected","Supported",-1,-1
"3284","HSD3B2","Not detected","Supported",-1,-1
"3290","HSD11B1","Not detected","Enhanced",-1,-1
"3291","HSD11B2","Not detected","Enhanced",-1,-1
"3292","HSD17B1","Not detected","Enhanced",-1,-1
"3293","HSD17B3","Not detected","Enhanced",-1,-1
"3294","HSD17B2","Not detected","Enhanced",-1,-1
"3295","HSD17B4","Medium","Enhanced",1,1
"33","ACADL","Not detected","Enhanced",-1,-1
"3339","HSPG2","Medium","Approved",1,1
"3340","NDST1","Medium","Approved",1,1
"335","APOA1","Not detected","Supported",-1,-1
"336","APOA2","Not detected","Supported",-1,-1
"3373","HYAL1","Not detected","Uncertain",-1,-1
"3376","IARS","Not detected","Approved",-1,-1
"337867","UBAC2","Medium","Approved",1,1
"337876","CHSY3",NA,NA,-1,-1
"337880","KRTAP11-1","Not detected","Supported",-1,-1
"338328","GPIHBP1","Low","Enhanced",-1,0
"339221","ENPP7","Not detected","Approved",-1,-1
"3396","ICT1",NA,NA,-1,-1
"339983","NAT8L",NA,NA,-1,-1
"34","ACADM","High","Enhanced",2,2
"340024","SLC6A19","Not detected","Enhanced",-1,-1
"340156","MYLK4",NA,NA,-1,-1
"340485","ACER2",NA,NA,-1,-1
"341392","ACSM4",NA,NA,-1,-1
"3417","IDH1","Not detected","Enhanced",-1,-1
"3418","IDH2","High","Enhanced",2,2
"3419","IDH3A","Low","Supported",-1,0
"3420","IDH3B","Medium","Enhanced",1,1
"3421","IDH3G","Medium","Enhanced",1,1
"3422","IDI1","Low","Approved",-1,0
"3423","IDS",NA,NA,-1,-1
"3425","IDUA","Low","Enhanced",-1,0
"343","AQP8","Not detected","Enhanced",-1,-1
"343641","TGM6",NA,NA,-1,-1
"345274","SLC10A6","Not detected","Enhanced",-1,-1
"346606","MOGAT3","Medium","Uncertain",1,1
"347734","SLC35B2","Not detected","Approved",-1,-1
"348158","ACSM2B","Not detected","Supported",-1,-1
"348932","SLC6A18","Not detected","Enhanced",-1,-1
"349565","NMNAT3","High","Approved",2,2
"35","ACADS","Medium","Enhanced",1,1
"353","APRT","Not detected","Approved",-1,-1
"353238","PADI6",NA,NA,-1,-1
"353497","POLN",NA,NA,-1,-1
"358","AQP1","Not detected","Enhanced",-1,-1
"359","AQP2","Not detected","Enhanced",-1,-1
"36","ACADSB","Low","Enhanced",-1,0
"360","AQP3","Not detected","Enhanced",-1,-1
"361","AQP4","Not detected","Enhanced",-1,-1
"3612","IMPA1","Medium","Approved",1,1
"3613","IMPA2","Not detected","Approved",-1,-1
"3614","IMPDH1","Medium","Approved",1,1
"3615","IMPDH2","Low","Approved",-1,0
"362","AQP5","Not detected","Enhanced",-1,-1
"3620","IDO1","Not detected","Enhanced",-1,-1
"3628","INPP1","Not detected","Supported",-1,-1
"363","AQP6","Not detected","Enhanced",-1,-1
"3631","INPP4A","Not detected","Approved",-1,-1
"3632","INPP5A","Medium","Enhanced",1,1
"3633","INPP5B","Medium","Approved",1,1
"3635","INPP5D","Low","Uncertain",-1,0
"3636","INPPL1","Medium","Approved",1,1
"364","AQP7",NA,NA,-1,-1
"3658","IREB2","Low","Uncertain",-1,0
"366","AQP9","Not detected","Enhanced",-1,-1
"37","ACADVL","High","Enhanced",2,2
"3704","ITPA","Medium","Approved",1,1
"3705","ITPK1","Medium","Approved",1,1
"3706","ITPKA","Not detected","Enhanced",-1,-1
"3707","ITPKB","Not detected","Uncertain",-1,-1
"3712","IVD","Medium","Enhanced",1,1
"372","ARCN1","Medium","Approved",1,1
"373156","GSTK1","Medium","Enhanced",1,1
"3735","KARS","Medium","Enhanced",1,1
"374462","PTPRQ",NA,NA,-1,-1
"374569","ASPG","Low","Enhanced",-1,0
"374907","B3GNT8","Low","Enhanced",-1,0
"375056","MIA3","Low","Enhanced",-1,0
"375775","PNPLA7","Medium","Uncertain",1,1
"376497","SLC27A1",NA,NA,-1,-1
"377677","CA13","Low","Enhanced",-1,0
"377841","ENTPD8","Not detected","Enhanced",-1,-1
"3795","KHK","Not detected","Enhanced",-1,-1
"38","ACAT1","High","Enhanced",2,2
"3816","KLK1",NA,NA,-1,-1
"3817","KLK2","Not detected","Supported",-1,-1
"383","ARG1","Not detected","Enhanced",-1,-1
"384","ARG2","Medium","Enhanced",1,1
"386724","AMIGO3",NA,NA,-1,-1
"387700","SLC16A12",NA,NA,-1,-1
"387787","LIPT2","Medium","Approved",1,1
"388714","FMO6P",NA,NA,-1,-1
"389015","SLC9A4","Not detected","Supported",-1,-1
"3897","L1CAM","Low","Enhanced",-1,0
"39","ACAT2","Low","Enhanced",-1,0
"3906","LALBA","Not detected","Supported",-1,-1
"390877","LOC390877",NA,NA,-1,-1
"390928","PAPL",NA,NA,-1,-1
"391013","PLA2G2C",NA,NA,-1,-1
"3930","LBR","Not detected","Enhanced",-1,-1
"3931","LCAT",NA,NA,-1,-1
"3938","LCT",NA,NA,-1,-1
"3939","LDHA","Not detected","Uncertain",-1,-1
"3945","LDHB","Medium","Enhanced",1,1
"3948","LDHC","Not detected","Enhanced",-1,-1
"3949","LDLR","Low","Approved",-1,0
"3988","LIPA","Not detected","Enhanced",-1,-1
"3990","LIPC",NA,NA,-1,-1
"3992","FADS1","High","Approved",2,2
"3995","FADS3","Low","Approved",-1,0
"401251","SAPCD1",NA,NA,-1,-1
"401494","PTPLAD2",NA,NA,-1,-1
"4015","LOX",NA,NA,-1,-1
"4017","LOXL2","Low","Approved",-1,0
"4023","LPL",NA,NA,-1,-1
"4025","LPO","Not detected","Enhanced",-1,-1
"403313","PPAPDC2",NA,NA,-1,-1
"403314","APOBEC4","Low","Approved",-1,0
"4036","LRP2","Not detected","Enhanced",-1,-1
"4047","LSS","Medium","Supported",1,1
"4048","LTA4H","Low","Supported",-1,0
"4051","CYP4F3","Low","Approved",-1,0
"4056","LTC4S",NA,NA,-1,-1
"410","ARSA","Medium","Enhanced",1,1
"4101","MAGEA2",NA,NA,-1,-1
"411","ARSB","High","Enhanced",2,2
"412","STS","Not detected","Enhanced",-1,-1
"4121","MAN1A1","Medium","Uncertain",1,1
"4122","MAN2A2","Medium","Approved",1,1
"4123","MAN2C1",NA,NA,-1,-1
"4124","MAN2A1","Medium","Enhanced",1,1
"4125","MAN2B1","Medium","Supported",1,1
"4126","MANBA","Not detected","Approved",-1,-1
"4128","MAOA","Medium","Enhanced",1,1
"4129","MAOB","High","Enhanced",2,2
"414","ARSD","High","Approved",2,2
"4141","MARS","Medium","Supported",1,1
"4143","MAT1A","Not detected","Supported",-1,-1
"4144","MAT2A","Not detected","Approved",-1,-1
"415","ARSE","Not detected","Approved",-1,-1
"4166","CHST6",NA,NA,-1,-1
"417","ART1",NA,NA,-1,-1
"419","ART3","Low","Enhanced",-1,0
"4190","MDH1","Medium","Uncertain",1,1
"4191","MDH2","High","Enhanced",2,2
"4199","ME1","Medium","Enhanced",1,1
"420","ART4",NA,NA,-1,-1
"4200","ME2","High","Enhanced",2,2
"4234","METTL1","Not detected","Uncertain",-1,-1
"4245","MGAT1","Medium","Approved",1,1
"4247","MGAT2","Medium","Approved",1,1
"4248","MGAT3","High","Approved",2,2
"4249","MGAT5","Medium","Approved",1,1
"4255","MGMT","Low","Supported",-1,0
"4257","MGST1","Medium","Enhanced",1,1
"4258","MGST2","Low","Approved",-1,0
"4259","MGST3",NA,NA,-1,-1
"427","ASAH1","High","Supported",2,2
"4282","MIF","Not detected","Approved",-1,-1
"43","ACHE",NA,NA,-1,-1
"4329","ALDH6A1","Low","Enhanced",-1,0
"4337","MOCS1","Medium","Uncertain",1,1
"4338","MOCS2","Medium","Approved",1,1
"435","ASL","Not detected","Supported",-1,-1
"4351","MPI","Low","Approved",-1,0
"4353","MPO","Not detected","Enhanced",-1,-1
"4357","MPST","Not detected","Enhanced",-1,-1
"4363","ABCC1","Not detected","Uncertain",-1,-1
"438","ASMT",NA,NA,-1,-1
"440","ASNS","Low","Approved",-1,0
"440138","ALG11","Medium","Approved",1,1
"441024","MTHFD2L",NA,NA,-1,-1
"441531","PGAM4",NA,NA,-1,-1
"443","ASPA","Low","Enhanced",-1,0
"444","ASPH","Not detected","Uncertain",-1,-1
"445","ASS1","Not detected","Enhanced",-1,-1
"445329","SULT1A4","Low","Supported",-1,0
"4482","MSRA","Low","Approved",-1,0
"4507","MTAP",NA,NA,-1,-1
"4508","ATP6",NA,NA,-1,-1
"4509","ATP8",NA,NA,-1,-1
"4512","COX1",NA,NA,-1,-1
"4513","COX2",NA,NA,-1,-1
"4514","COX3",NA,NA,-1,-1
"4519","CYTB",NA,NA,-1,-1
"4522","MTHFD1","Low","Approved",-1,0
"4524","MTHFR",NA,NA,-1,-1
"4534","MTM1","Not detected","Approved",-1,-1
"4535","ND1",NA,NA,-1,-1
"4536","ND2",NA,NA,-1,-1
"4537","ND3",NA,NA,-1,-1
"4538","ND4",NA,NA,-1,-1
"4539","ND4L",NA,NA,-1,-1
"4540","ND5",NA,NA,-1,-1
"4541","ND6",NA,NA,-1,-1
"4548","MTR","Not detected","Approved",-1,-1
"4552","MTRR","Medium","Supported",1,1
"4594","MUT","Medium","Enhanced",1,1
"4597","MVD","Medium","Uncertain",1,1
"4598","MVK","Medium","Approved",1,1
"4638","MYLK","Not detected","Enhanced",-1,-1
"4645","MYO5B","Low","Enhanced",-1,0
"4668","NAGA","Low","Enhanced",-1,0
"4669","NAGLU","Low","Supported",-1,0
"4677","NARS","Low","Enhanced",-1,0
"47","ACLY","Low","Enhanced",-1,0
"471","ATIC","Medium","Supported",1,1
"4758","NEU1","High","Approved",2,2
"476","ATP1A1","Not detected","Enhanced",-1,-1
"477","ATP1A2","Low","Approved",-1,0
"478","ATP1A3","Medium","Enhanced",1,1
"479","ATP12A",NA,NA,-1,-1
"48","ACO1","Medium","Enhanced",1,1
"480","ATP1A4",NA,NA,-1,-1
"481","ATP1B1","High","Enhanced",2,2
"482","ATP1B2","Not detected","Enhanced",-1,-1
"483","ATP1B3","Low","Enhanced",-1,0
"4830","NME1","Not detected","Supported",-1,-1
"4831","NME2","Not detected","Approved",-1,-1
"4832","NME3","Not detected","Approved",-1,-1
"4833","NME4","Not detected","Approved",-1,-1
"4835","NQO2","Medium","Enhanced",1,1
"4836","NMT1","Medium","Enhanced",1,1
"4837","NNMT","Not detected","Approved",-1,-1
"4842","NOS1","Not detected","Uncertain",-1,-1
"4843","NOS2","Not detected","Approved",-1,-1
"4846","NOS3","Not detected","Enhanced",-1,-1
"486","FXYD2","Not detected","Supported",-1,-1
"4860","PNP","Not detected","Enhanced",-1,-1
"4864","NPC1","Medium","Approved",1,1
"487","ATP2A1","Not detected","Enhanced",-1,-1
"488","ATP2A2","High","Enhanced",2,2
"489","ATP2A3","Medium","Approved",1,1
"4891","SLC11A2","Medium","Uncertain",1,1
"490","ATP2B1","Medium","Enhanced",1,1
"4907","NT5E","Medium","Approved",1,1
"491","ATP2B2","Not detected","Enhanced",-1,-1
"492","ATP2B3","Not detected","Enhanced",-1,-1
"493","ATP2B4","Low","Enhanced",-1,0
"493869","GPX8","Low","Enhanced",-1,0
"493911","PHOSPHO2","Low","Uncertain",-1,0
"4942","OAT","Low","Enhanced",-1,0
"4948","OCA2",NA,NA,-1,-1
